statsbomb_match_id,world_cup_year,date,kick_off,competition_stage,stadium,referee,team_name,opponent_name,is_home,goals_scored,goals_conceded,total_shots,shots_on_target,shots_off_target,shots_blocked,shots_open_play,shots_free_kick,shots_penalty,shots_right_foot,shots_left_foot,shots_header,xg,xg_conceded,total_passes,passes_completed,passes_incomplete,avg_pass_length,long_passes,long_passes_completed,short_passes,ground_passes,low_passes,high_passes,through_balls,crosses,corners,free_kicks,goal_kicks,throw_ins,kick_offs,fouls_committed,fouls_won,handballs,yellow_cards,red_cards,second_yellows,offsides,clearances,interceptions,blocks,ball_recoveries,tackles,tackles_won,aerial_duels,aerial_duels_won,aerial_duels_lost,aerial_duels_total,pressures,dribbles_attempted,dribbles_completed,dispossessed,miscontrols,gk_saves,gk_punches,gk_claims,gk_sweeper,ball_possession_pct,possession_sequences,substitutions,fifty_fiftys,shot_accuracy,shot_conversion_rate,xg_per_shot,xg_overperformance,xg_differential,pass_completion_pct,long_pass_completion_pct,long_pass_ratio,cross_ratio,tackle_success_rate,aerial_win_pct,defensive_actions,pressure_intensity,recoveries_per_possession_lost,dribble_success_rate,discipline_index,goal_difference,match_result,is_clean_sheet,possession_differential,set_piece_passes,set_piece_ratio,gk_total_actions
7569,2018,2018-06-28,20:00:00.000,Group Stage,Mordovia Arena,Nawaf Abdulla Ghayyath Shukralla,Tunisia,Panama,0,2,1,15,6,6,3,15,0,0,13,0,1,2.8525,0.6908,648,547,101,20.89,105,71,513,484,78,86,3,12,6,14,5,15,1,20,18,1,3,0,0,0,2,13,9,30,15,9,7,13,7,20,147,20,0,9,15,4,0,2,0,69.2,94,3,0,40.0,13.3,0.1902,-0.8525,2.1617,84.4,67.6,16.2,1.9,60.0,65.0,39,147,1.25,0.0,5.0,1,W,0,19.2,40,6.2,6
7570,2018,2018-06-28,20:00:00.000,Group Stage,Stadion Kaliningrad,Damir Skomina,England,Belgium,1,0,1,12,1,7,4,10,2,0,6,3,3,1.2007,0.9653,514,432,82,22.21,101,57,386,391,38,85,1,14,7,10,3,18,2,14,15,0,0,0,0,3,3,6,15,49,8,6,8,14,8,22,149,24,0,8,7,2,0,0,0,49.1,88,2,1,8.3,0.0,0.1001,-1.2007,0.2354,84.0,56.4,19.6,2.7,75.0,63.6,32,149,3.27,0.0,1.4,-1,L,0,-0.9,38,7.4,2
7570,2018,2018-06-28,20:00:00.000,Group Stage,Stadion Kaliningrad,Damir Skomina,Belgium,England,0,1,0,14,3,4,7,14,0,0,9,4,1,0.9653,1.2007,569,487,82,20.95,68,37,483,461,39,69,0,8,2,9,8,9,1,16,14,1,2,0,0,1,18,7,15,45,16,11,14,8,14,22,254,16,0,5,4,1,2,2,0,50.9,76,2,1,21.4,7.1,0.069,0.0347,-0.2354,85.6,54.4,12.0,1.4,68.8,36.4,56,254,5.0,0.0,3.6,1,W,1,0.9,28,4.9,5
7571,2018,2018-06-28,16:00:00.000,Group Stage,	Solidarnost Arena,Milorad Mažić,Senegal,Colombia,1,0,1,7,3,4,0,6,1,0,6,1,0,0.3599,0.2849,328,234,94,23.69,71,34,234,198,15,115,1,4,1,16,4,17,2,15,15,0,1,0,0,2,16,16,15,40,15,10,5,8,5,13,217,15,0,10,17,1,0,2,1,39.9,80,3,1,42.9,0.0,0.0514,-0.3599,0.075,71.3,47.9,21.6,1.2,66.7,61.5,62,217,1.48,0.0,2.5,-1,L,0,-10.1,38,11.6,4
7571,2018,2018-06-28,16:00:00.000,Group Stage,	Solidarnost Arena,Milorad Mažić,Colombia,Senegal,0,1,0,4,2,1,1,3,1,0,0,2,2,0.2849,0.3599,466,358,108,23.12,100,57,333,307,32,127,0,9,3,12,10,25,1,16,15,1,1,0,0,3,15,5,14,39,12,11,8,5,8,13,96,10,0,8,18,3,0,2,0,60.1,92,3,1,50.0,25.0,0.0712,0.7151,-0.075,76.8,57.0,21.5,1.9,91.7,38.5,46,96,1.5,0.0,2.6,1,W,1,10.1,50,10.7,5
7572,2018,2018-06-28,16:00:00.000,Group Stage,Volgograd Arena,Janny Sikazwe,Japan,Poland,1,0,1,11,3,6,2,11,0,0,6,1,4,0.8824,1.0407,587,491,96,19.37,71,46,493,444,15,128,0,11,5,8,4,18,1,12,9,0,1,0,0,1,17,3,16,28,12,3,6,12,6,18,176,7,0,12,12,1,0,0,1,51.7,70,3,2,27.3,0.0,0.0802,-0.8824,-0.1583,83.6,64.8,12.1,1.9,25.0,66.7,48,176,1.17,0.0,2.2,-1,L,0,1.7,35,6.0,2
7572,2018,2018-06-28,16:00:00.000,Group Stage,Volgograd Arena,Janny Sikazwe,Poland,Japan,0,1,0,11,2,5,4,11,0,0,5,2,4,1.0407,0.8824,499,400,99,23.4,122,83,347,323,59,117,0,15,7,8,4,27,1,9,12,0,0,0,0,0,13,6,13,36,12,6,12,6,12,18,152,15,0,8,13,3,0,2,1,48.3,83,2,2,18.2,9.1,0.0946,-0.0407,0.1583,80.2,68.0,24.4,3.0,50.0,33.3,44,152,1.71,0.0,0.9,1,W,1,-1.7,46,9.2,6
7579,2018,2018-06-30,20:00:00.000,Round of 16,	Olimpiyskiy Stadion Fisht ,César Arturo Ramos Palazuelos,Uruguay,Portugal,1,2,1,7,3,3,1,6,1,0,5,0,2,0.476,1.0208,291,190,101,25.5,72,34,208,153,34,104,0,6,2,11,9,14,1,14,12,0,0,0,0,0,25,11,28,46,21,15,14,11,14,25,183,17,0,8,10,3,0,7,0,32.0,80,3,1,42.9,28.6,0.068,1.524,-0.5448,65.3,47.2,24.7,2.1,71.4,44.0,85,183,2.56,0.0,1.4,1,W,0,-18.0,36,12.4,10
7579,2018,2018-06-30,20:00:00.000,Round of 16,	Olimpiyskiy Stadion Fisht ,César Arturo Ramos Palazuelos,Portugal,Uruguay,0,1,2,21,4,9,8,20,1,0,13,3,5,1.0208,0.476,593,486,107,19.75,94,67,471,406,73,114,0,35,9,7,5,15,1,13,14,1,1,0,0,1,10,10,16,53,14,7,11,14,11,25,98,27,0,15,8,1,0,1,1,68.0,98,3,1,19.0,4.8,0.0486,-0.0208,0.5448,82.0,71.3,15.9,5.9,50.0,56.0,50,98,2.3,0.0,2.3,-1,L,0,18.0,36,6.1,3
7580,2018,2018-06-30,16:00:00.000,Round of 16,Ak Bars Arena,Alireza Faghani,France,Argentina,1,4,3,9,4,4,1,6,2,1,4,5,0,1.638,1.4466,350,283,67,20.21,57,37,282,245,35,70,0,6,0,9,3,5,1,23,14,0,2,0,0,0,16,8,18,47,24,11,8,6,8,14,281,15,0,14,13,1,0,0,1,39.3,70,3,1,44.4,44.4,0.182,2.362,0.1914,80.9,64.9,16.3,1.7,45.8,42.9,66,281,1.74,0.0,4.3,1,W,0,-10.7,17,4.9,2
7580,2018,2018-06-30,16:00:00.000,Round of 16,Ak Bars Arena,Alireza Faghani,Argentina,France,0,3,4,12,4,2,6,11,1,0,5,6,1,1.4466,1.638,535,448,87,19.27,70,44,434,394,68,73,0,14,4,14,3,18,2,14,23,0,4,0,0,1,5,7,12,42,18,13,6,8,6,14,180,22,0,15,7,0,0,1,1,60.7,93,3,1,33.3,25.0,0.1206,1.5534,-0.1914,83.7,62.9,13.1,2.6,72.2,57.1,42,180,1.91,0.0,5.4,-1,L,0,10.7,39,7.3,2
7581,2018,2018-07-01,20:00:00.000,Round of 16,Stadion Nizhny Novgorod (Nizhniy Novgorod),Néstor Fabián Pitana,Croatia,Denmark,1,1,1,26,11,8,7,19,1,6,18,6,2,6.0877,4.614,665,517,148,22.29,123,64,500,444,67,154,1,24,5,13,11,33,2,7,19,1,0,0,0,1,30,9,17,60,9,7,14,9,14,23,184,20,0,6,13,2,1,3,0,52.9,121,4,1,42.3,3.8,0.2341,-5.0877,1.4737,77.7,52.0,18.5,3.6,77.8,39.1,65,184,3.16,0.0,0.7,0,D,0,2.9,62,9.3,6
7581,2018,2018-07-01,20:00:00.000,Round of 16,Stadion Nizhny Novgorod (Nizhniy Novgorod),Néstor Fabián Pitana,Denmark,Croatia,0,1,1,19,8,8,3,14,0,5,16,3,0,4.614,6.0877,581,445,136,24.24,133,79,427,354,63,164,1,19,4,6,9,29,2,19,6,0,1,0,0,0,18,13,29,55,8,4,9,14,9,23,163,20,0,6,19,4,2,1,0,47.1,108,4,1,42.1,5.3,0.2428,-3.614,-1.4737,76.6,59.4,22.9,3.3,50.0,60.9,68,163,2.2,0.0,2.9,0,D,0,-2.9,48,8.3,7
7582,2018,2018-07-01,16:00:00.000,Round of 16,Stadion Luzhniki,Björn Kuipers,Spain,Russia,1,1,1,29,14,8,7,24,0,5,11,11,6,5.3586,4.5404,1157,1026,131,20.09,136,104,980,921,29,207,0,24,6,13,8,30,2,6,19,1,1,0,0,1,8,3,21,60,16,9,17,14,17,31,123,28,0,11,15,0,0,0,0,78.2,113,4,0,48.3,3.4,0.1848,-4.3586,0.8182,88.7,76.5,11.8,2.1,56.2,45.2,48,123,2.31,0.0,1.6,0,D,0,28.2,57,4.9,0
7582,2018,2018-07-01,16:00:00.000,Round of 16,Stadion Luzhniki,Björn Kuipers,Russia,Spain,0,1,1,12,5,3,4,7,0,5,7,2,3,4.5404,5.3586,326,215,111,24.39,82,36,220,153,33,140,0,10,5,4,10,21,2,21,5,2,2,0,0,1,28,21,30,32,15,10,14,17,14,31,277,17,0,8,16,9,0,0,0,21.8,92,4,0,41.7,8.3,0.3784,-3.5404,-0.8182,66.0,43.9,25.2,3.1,66.7,54.8,94,277,1.33,0.0,4.1,0,D,0,-28.2,40,12.3,9
7583,2018,2018-07-02,16:00:00.000,Round of 16,	Solidarnost Arena,Gianluca Rocchi,Brazil,Mexico,1,2,0,19,10,5,4,18,1,0,13,6,0,3.3204,0.5828,410,330,80,18.96,55,28,327,276,51,83,2,16,8,12,7,18,1,8,19,0,2,0,0,0,16,9,21,35,29,21,5,6,5,11,257,31,0,12,10,1,1,4,0,47.9,93,3,0,52.6,10.5,0.1748,-1.3204,2.7376,80.5,50.9,13.4,3.9,72.4,54.5,75,257,1.59,0.0,2.8,2,W,1,-2.1,45,11.0,6
7583,2018,2018-07-02,16:00:00.000,Round of 16,	Solidarnost Arena,Gianluca Rocchi,Mexico,Brazil,0,0,2,14,1,5,8,14,0,0,6,7,1,0.5828,3.3204,429,353,76,23.3,90,52,320,305,16,108,0,16,7,3,5,15,1,19,8,0,4,0,0,0,11,4,25,55,21,14,6,5,6,11,153,31,0,22,9,8,1,1,0,52.1,81,3,0,7.1,0.0,0.0416,-0.5828,-2.7376,82.3,57.8,21.0,3.7,66.7,45.5,61,153,1.77,0.0,5.9,-2,L,0,2.1,30,7.0,10
7584,2018,2018-07-02,20:00:00.000,Round of 16,	Rostov Arena,Malang Diedhiou,Belgium,Japan,1,3,2,28,7,14,7,28,0,0,14,5,8,2.9178,0.6938,618,524,94,20.2,90,59,498,462,43,113,0,26,8,7,3,21,1,13,10,1,0,0,0,1,10,5,16,41,8,5,6,14,6,20,140,22,0,4,8,2,0,1,0,59.0,95,2,0,25.0,10.7,0.1042,0.0822,2.224,84.8,65.6,14.6,4.2,62.5,70.0,39,140,3.42,0.0,1.3,1,W,0,9.0,39,6.3,3
7584,2018,2018-07-02,20:00:00.000,Round of 16,	Rostov Arena,Malang Diedhiou,Japan,Belgium,0,2,3,12,4,4,4,11,1,0,7,3,2,0.6938,2.9178,457,363,94,22.33,87,47,356,338,28,91,1,13,4,5,10,8,3,11,12,1,1,0,0,1,33,12,19,40,6,3,14,6,14,20,167,12,0,5,10,4,2,1,0,41.0,74,2,0,33.3,16.7,0.0578,1.3062,-2.224,79.4,54.0,19.0,2.8,50.0,30.0,70,167,2.67,0.0,2.1,-1,L,0,-9.0,27,5.9,7
7585,2018,2018-07-03,20:00:00.000,Round of 16,Otkritie Bank Arena,Mark Geiger,Colombia,England,1,1,1,19,8,8,3,14,0,5,9,4,6,4.7487,6.1618,556,429,127,23.02,107,50,421,366,58,132,0,12,2,11,10,22,2,23,13,1,6,0,0,1,28,7,22,64,11,6,20,15,20,35,190,19,0,9,16,1,1,1,0,49.6,104,4,2,42.1,5.3,0.2499,-3.7487,-1.4131,77.2,46.7,19.2,2.2,54.5,42.9,68,190,2.56,0.0,8.3,0,D,0,-0.4,45,8.1,3
7585,2018,2018-07-03,20:00:00.000,Round of 16,Otkritie Bank Arena,Mark Geiger,England,Colombia,0,1,1,22,7,10,5,14,2,6,13,3,6,6.1618,4.7487,605,477,128,21.75,104,61,476,415,36,154,0,13,7,19,2,21,3,13,22,0,2,0,0,2,22,5,21,49,16,8,15,20,15,35,152,10,0,5,20,3,0,0,1,50.4,120,4,2,31.8,4.5,0.2801,-5.1618,1.4131,78.8,58.7,17.2,2.1,50.0,57.1,64,152,1.96,0.0,3.3,0,D,0,0.4,49,8.1,4
7586,2018,2018-07-03,16:00:00.000,Round of 16,Saint-Petersburg Stadium,Damir Skomina,Sweden,Switzerland,1,1,0,12,3,6,3,9,3,0,10,2,0,0.9106,0.533,304,202,102,24.05,67,31,217,170,19,115,0,4,3,8,6,17,1,12,15,0,1,0,0,1,27,6,32,47,8,7,14,8,14,22,282,8,0,4,12,3,3,1,0,31.3,78,3,0,25.0,8.3,0.0759,0.0894,0.3776,66.4,46.3,22.0,1.3,87.5,36.4,73,282,2.94,0.0,2.2,1,W,1,-18.7,34,11.2,7
7586,2018,2018-07-03,16:00:00.000,Round of 16,Saint-Petersburg Stadium,Damir Skomina,Switzerland,Sweden,0,0,1,16,3,4,9,16,0,0,6,7,3,0.533,0.9106,615,510,105,22.07,114,70,472,469,41,105,0,29,11,11,11,14,1,16,12,1,2,1,0,0,13,7,13,50,7,3,8,14,8,22,121,7,0,5,10,2,0,0,0,68.7,86,2,0,18.8,0.0,0.0333,-0.533,-0.3776,82.9,61.4,18.5,4.7,42.9,63.6,40,121,3.33,0.0,6.6,-1,L,0,18.7,47,7.6,2
8649,2018,2018-07-06,16:00:00.000,Quarter-finals,Stadion Nizhny Novgorod (Nizhniy Novgorod),Néstor Fabián Pitana,Uruguay,France,1,0,2,10,4,5,1,10,0,0,3,5,2,0.6932,0.5388,352,217,135,23.71,86,36,243,142,56,154,0,19,4,11,6,20,3,22,18,1,2,0,0,0,13,14,11,61,19,9,19,17,19,36,182,13,0,10,15,0,1,0,0,39.4,87,3,0,40.0,0.0,0.0693,-0.6932,0.1544,61.6,41.9,24.4,5.4,47.4,47.2,57,182,2.44,0.0,4.2,-2,L,0,-10.6,41,11.6,1
8649,2018,2018-07-06,16:00:00.000,Quarter-finals,Stadion Nizhny Novgorod (Nizhniy Novgorod),Néstor Fabián Pitana,France,Uruguay,0,2,0,11,2,8,1,10,1,0,4,4,3,0.5388,0.6932,567,445,122,18.75,81,44,456,362,79,126,0,13,3,13,9,22,1,18,21,0,2,0,0,0,32,17,13,38,14,6,17,19,17,36,171,26,0,10,14,4,0,1,0,60.6,100,3,0,18.2,18.2,0.049,1.4612,-0.1544,78.5,54.3,14.3,2.3,42.9,52.8,76,171,1.58,0.0,3.8,2,W,1,10.6,47,8.3,5
8650,2018,2018-07-06,20:00:00.000,Quarter-finals,Ak Bars Arena,Milorad Mažić,Brazil,Belgium,1,1,2,25,9,7,9,25,0,0,17,5,3,2.6092,0.4053,532,459,73,17.7,61,43,451,425,17,90,3,20,8,5,1,11,1,20,17,0,2,0,0,1,7,9,16,41,13,8,9,6,9,15,168,13,0,14,17,2,0,0,0,60.3,90,3,0,36.0,4.0,0.1044,-1.6092,2.2039,86.3,70.5,11.5,3.8,61.5,40.0,45,168,1.32,0.0,4.0,-1,L,0,10.3,25,4.7,2
8650,2018,2018-07-06,20:00:00.000,Quarter-finals,Ak Bars Arena,Milorad Mažić,Belgium,Brazil,0,2,1,8,3,3,2,7,1,0,7,1,0,0.4053,2.6092,385,310,75,23.34,78,54,284,271,6,108,0,2,4,7,9,15,1,18,20,1,2,0,0,0,36,3,23,43,16,11,6,9,6,15,330,16,0,11,11,8,1,1,0,39.7,83,2,0,37.5,25.0,0.0507,1.5947,-2.2039,80.5,69.2,20.3,0.5,68.8,60.0,78,330,1.95,0.0,3.8,1,W,0,-10.3,35,9.1,10
8651,2018,2018-07-07,16:00:00.000,Quarter-finals,	Solidarnost Arena,Björn Kuipers,Sweden,England,1,0,2,8,3,4,1,7,1,0,3,3,2,0.8342,0.7582,400,291,109,24.09,98,50,275,226,18,156,0,10,1,7,7,26,2,14,8,2,2,0,0,2,35,9,20,32,12,6,19,11,19,30,254,13,0,5,12,0,0,1,1,40.1,85,3,0,37.5,0.0,0.1043,-0.8342,0.076,72.8,51.0,24.5,2.5,50.0,36.7,76,254,1.88,0.0,3.4,-2,L,0,-9.9,41,10.2,2
8651,2018,2018-07-07,16:00:00.000,Quarter-finals,	Solidarnost Arena,Björn Kuipers,England,Sweden,0,2,0,12,2,3,7,12,0,0,7,3,2,0.7582,0.8342,563,426,137,23.53,117,56,422,342,79,142,2,19,6,10,8,22,1,8,12,0,1,0,0,1,7,4,15,52,9,8,11,19,11,30,104,18,0,8,8,3,0,0,0,59.9,87,3,0,16.7,16.7,0.0632,1.2418,-0.076,75.7,47.9,20.8,3.4,88.9,63.3,35,104,3.25,0.0,1.8,2,W,1,9.9,46,8.2,3
8652,2018,2018-07-07,20:00:00.000,Quarter-finals,	Olimpiyskiy Stadion Fisht ,Sandro Ricci,Russia,Croatia,1,2,2,18,10,6,2,13,0,5,11,2,5,4.9884,5.5653,417,266,151,25.33,108,46,290,188,53,176,0,14,6,14,7,16,2,24,15,1,1,0,0,1,46,9,30,50,12,8,12,11,12,23,201,8,0,4,23,2,1,1,0,32.6,105,4,1,55.6,11.1,0.2771,-2.9884,-0.5769,63.8,42.6,25.9,3.4,66.7,47.8,97,201,1.85,0.0,3.4,0,D,0,-17.4,43,10.3,4
8652,2018,2018-07-07,20:00:00.000,Quarter-finals,	Olimpiyskiy Stadion Fisht ,Sandro Ricci,Croatia,Russia,0,2,2,23,9,10,4,17,1,5,16,1,6,5.5653,4.9884,771,607,164,22.9,159,102,571,518,75,178,0,30,8,14,6,28,2,18,23,3,4,0,0,0,29,7,16,64,6,4,11,12,11,23,123,20,0,8,18,4,2,2,0,67.4,138,4,1,39.1,8.7,0.242,-3.5653,0.5769,78.7,64.2,20.6,3.9,66.7,52.2,58,123,2.46,0.0,5.8,0,D,0,17.4,56,7.3,8
8655,2018,2018-07-10,20:00:00.000,Semi-finals,Saint-Petersburg Stadium,Andrés Cunha,France,Belgium,1,1,0,19,5,9,5,18,1,0,4,11,4,1.6817,0.5669,367,301,66,20.99,64,42,282,260,28,79,0,8,4,13,7,12,1,6,17,0,2,0,0,1,21,8,11,35,10,6,2,5,2,7,149,15,0,5,12,2,2,0,0,38.4,79,2,2,26.3,5.3,0.0885,-0.6817,1.1148,82.0,65.6,17.4,2.2,60.0,71.4,50,149,2.06,0.0,2.6,1,W,1,-11.6,36,9.8,4
8655,2018,2018-07-10,20:00:00.000,Semi-finals,Saint-Petersburg Stadium,Andrés Cunha,Belgium,France,0,0,1,9,2,6,1,9,0,0,4,3,2,0.5669,1.6817,623,549,74,19.92,65,43,531,498,38,87,0,16,5,4,3,17,2,17,6,0,3,0,0,1,11,5,13,33,12,8,5,2,5,7,97,14,0,9,17,4,1,0,0,61.6,76,3,2,22.2,0.0,0.063,-0.5669,-1.1148,88.1,66.2,10.4,2.6,66.7,28.6,41,97,1.27,0.0,4.7,-1,L,0,11.6,29,4.7,5
8656,2018,2018-07-11,20:00:00.000,Semi-finals,Stadion Luzhniki,Cüneyt Çakιr,Croatia,England,1,2,1,22,7,10,5,22,0,0,11,11,0,2.1413,0.5467,656,492,164,22.36,143,84,473,390,56,210,0,27,8,13,8,27,2,26,12,2,2,0,0,1,21,6,14,55,14,6,14,4,14,18,177,10,0,5,11,0,1,3,2,54.7,120,4,0,31.8,9.1,0.0973,-0.1413,1.5946,75.0,58.7,21.8,4.1,42.9,22.2,55,177,3.44,0.0,4.6,1,W,0,4.7,56,8.5,6
8656,2018,2018-07-11,20:00:00.000,Semi-finals,Stadion Luzhniki,Cüneyt Çakιr,England,Croatia,0,1,2,11,1,6,4,10,1,0,6,2,3,0.5467,2.1413,537,403,134,25.55,141,68,357,320,37,180,0,12,4,21,8,35,2,13,24,1,1,0,0,3,41,5,31,56,7,4,4,14,4,18,326,14,0,12,20,5,2,3,0,45.3,122,4,0,9.1,9.1,0.0497,0.4533,-1.5946,75.0,48.2,26.3,2.2,57.1,77.8,84,326,1.75,0.0,2.3,-1,L,0,-4.7,68,12.7,10
8657,2018,2018-07-14,16:00:00.000,3rd Place Final,Saint-Petersburg Stadium,Alireza Faghani,Belgium,England,1,2,0,11,4,3,4,11,0,0,10,1,0,1.3207,1.3354,499,427,72,19.77,72,49,414,406,33,60,0,9,4,2,3,8,1,12,4,1,1,0,0,1,21,9,10,39,12,7,5,0,5,5,259,21,0,5,7,5,0,3,0,43.9,72,3,1,36.4,18.2,0.1201,0.6793,-0.0147,85.6,68.1,14.4,1.8,58.3,0.0,52,259,3.25,0.0,2.2,2,W,1,-6.1,17,3.4,8
8657,2018,2018-07-14,16:00:00.000,3rd Place Final,Saint-Petersburg Stadium,Alireza Faghani,England,Belgium,0,0,2,15,5,7,3,15,0,0,9,1,5,1.3354,1.3207,685,619,66,17.41,66,38,600,574,35,76,0,20,5,7,3,10,1,4,11,0,2,0,0,0,8,13,18,34,11,7,0,5,0,5,274,17,0,7,8,2,0,0,0,56.1,78,3,1,33.3,0.0,0.089,-1.3354,0.0147,90.4,57.6,9.6,2.9,63.6,100.0,50,274,2.27,0.0,2.4,-2,L,0,6.1,25,3.6,2
8658,2018,2018-07-15,17:00:00.000,Final,Stadion Luzhniki,Néstor Fabián Pitana,France,Croatia,1,4,2,8,6,1,1,7,0,1,3,5,0,1.098,1.4803,292,202,90,24.06,71,38,195,149,33,110,0,4,2,9,11,20,1,14,13,0,1,0,0,1,24,11,18,43,15,11,9,7,9,16,157,16,0,17,16,1,2,6,1,35.9,88,3,0,75.0,50.0,0.1372,2.902,-0.3823,69.2,53.5,24.3,1.4,73.3,43.8,68,157,1.3,0.0,2.4,2,W,0,-14.1,42,14.4,10
8658,2018,2018-07-15,17:00:00.000,Final,Stadion Luzhniki,Néstor Fabián Pitana,Croatia,France,0,2,4,15,3,8,4,15,0,0,6,5,4,1.4803,1.098,554,448,106,21.01,94,60,435,374,36,144,0,25,6,8,0,17,3,14,14,1,1,0,0,0,13,6,15,45,22,17,7,9,7,16,97,12,0,10,17,3,0,0,0,64.1,94,2,0,20.0,13.3,0.0987,0.5197,0.3823,80.9,63.8,17.0,4.5,77.3,56.2,56,97,1.67,0.0,2.4,-2,L,0,14.1,31,5.6,3
3857286,2022,2022-11-20,18:00:00.000,Group Stage,Al Bayt Stadium,Daniele Orsato,Qatar,Ecuador,1,0,2,5,0,5,0,5,0,0,2,1,2,0.3042,1.154,468,382,86,20.16,65,38,362,341,61,66,2,4,1,18,5,20,3,17,14,0,4,0,0,3,21,5,11,33,11,8,13,18,13,31,99,15,0,8,12,1,1,0,2,46.7,79,2,1,0.0,0.0,0.0608,-0.3042,-0.8498,81.6,58.5,13.9,0.9,72.7,58.1,48,99,1.65,0.0,5.7,-2,L,0,-3.3,44,9.4,4
3857286,2022,2022-11-20,18:00:00.000,Group Stage,Al Bayt Stadium,Daniele Orsato,Ecuador,Qatar,0,2,0,6,3,3,0,5,0,1,4,0,2,1.154,0.3042,519,432,87,20.46,86,48,413,382,43,94,3,7,3,17,7,17,1,14,17,0,2,0,0,3,4,8,21,34,15,10,18,13,18,31,134,14,0,9,14,0,0,1,0,53.3,79,4,1,50.0,33.3,0.1923,0.846,0.8498,83.2,55.8,16.6,1.3,66.7,41.9,48,134,1.48,0.0,3.4,2,W,1,3.3,44,8.5,1
3857271,2022,2022-11-21,15:00:00.000,Group Stage,Sheikh Khalifa International Stadium,Raphael Claus,England,Iran,1,6,2,13,7,3,3,12,1,0,4,7,2,1.9872,1.4557,846,746,100,20.17,108,70,706,679,72,95,0,13,8,15,5,18,3,9,17,0,0,0,0,2,7,6,13,46,16,9,14,13,14,27,101,14,0,8,14,0,0,0,0,76.7,83,5,0,53.8,46.2,0.1529,4.0128,0.5315,88.2,64.8,12.8,1.5,56.2,48.1,42,101,2.09,0.0,0.9,4,W,0,26.7,46,5.4,0
3857271,2022,2022-11-21,15:00:00.000,Group Stage,Sheikh Khalifa International Stadium,Raphael Claus,Iran,England,0,2,6,8,2,4,1,7,0,1,7,1,0,1.4557,1.9872,247,163,84,22.76,54,22,165,126,48,73,1,9,0,10,5,17,7,21,9,2,2,0,0,2,21,21,17,38,12,4,13,14,13,27,141,11,0,7,4,1,2,0,1,23.3,71,6,0,25.0,25.0,0.182,0.5443,-0.5315,66.0,40.7,21.9,3.6,33.3,51.9,71,141,3.45,0.0,4.1,-4,L,0,-26.7,32,13.0,4
3857282,2022,2022-11-21,21:00:00.000,Group Stage,Ahmad bin Ali Stadium,Abdulrahman Ibrahim Al Jassim,United States,Wales,1,1,1,6,1,4,1,6,0,0,3,0,3,0.6025,1.3953,610,520,90,20.71,79,51,501,448,71,91,2,18,5,11,5,22,2,17,10,1,4,0,0,1,24,13,21,45,14,8,18,16,18,34,137,6,0,22,20,2,0,3,1,58.1,86,5,1,16.7,16.7,0.1004,0.3975,-0.7928,85.2,64.6,13.0,3.0,57.1,47.1,72,137,1.07,0.0,5.7,0,D,0,8.1,43,7.0,6
3857282,2022,2022-11-21,21:00:00.000,Group Stage,Ahmad bin Ali Stadium,Abdulrahman Ibrahim Al Jassim,Wales,United States,0,1,1,7,3,3,1,6,0,1,2,2,3,1.3953,0.6025,443,339,104,23.77,94,57,316,266,61,116,0,11,3,15,10,25,2,10,16,0,2,0,0,1,29,10,23,53,24,17,16,18,16,34,128,12,0,9,18,0,2,1,0,41.9,90,4,1,42.9,14.3,0.1993,-0.3953,0.7928,76.5,60.6,21.2,2.5,70.8,52.9,86,128,1.96,0.0,3.0,0,D,0,-8.1,53,12.0,3
3857285,2022,2022-11-21,18:00:00.000,Group Stage,Al Thumama Stadium,Wilton Pereira Sampaio,Senegal,Netherlands,1,0,2,15,4,7,4,15,0,0,7,6,2,0.6915,1.1239,430,344,86,20.78,74,39,318,289,50,91,1,12,6,14,6,17,3,13,16,1,2,0,0,1,34,9,13,49,14,11,21,19,21,40,112,6,0,8,15,1,1,2,2,47.9,86,4,0,26.7,0.0,0.0461,-0.6915,-0.4324,80.0,52.7,17.2,2.8,78.6,47.5,70,112,2.13,0.0,3.3,-2,L,0,-2.1,43,10.0,6
3857285,2022,2022-11-21,18:00:00.000,Group Stage,Al Thumama Stadium,Wilton Pereira Sampaio,Netherlands,Senegal,0,2,0,10,3,4,3,10,0,0,0,6,4,1.1239,0.6915,491,393,98,21.32,79,45,366,340,58,93,4,17,7,15,10,28,1,16,12,0,1,0,0,0,16,11,15,31,10,9,19,21,19,40,104,12,0,9,12,4,0,1,1,52.1,92,4,0,30.0,20.0,0.1124,0.8761,0.4324,80.0,57.0,16.1,3.5,90.0,52.5,52,104,1.48,0.0,2.6,2,W,1,2.1,60,12.2,6
3857254,2022,2022-11-22,15:00:00.000,Group Stage,Education City Stadium ,César Arturo Ramos Palazuelos,Denmark,Tunisia,1,0,0,11,5,4,2,11,0,0,4,2,5,1.5666,1.0599,646,544,102,20.89,101,67,513,485,69,92,0,12,11,11,6,24,1,13,9,0,2,0,0,1,20,10,23,44,15,9,15,20,15,35,109,14,0,14,17,1,1,0,1,60.0,101,4,0,45.5,0.0,0.1424,-1.5666,0.5067,84.2,66.3,15.6,1.9,60.0,57.1,68,109,1.42,0.0,3.3,0,D,1,10.0,52,8.0,3
