statsbomb_match_id,world_cup_year,date,kick_off,competition_stage,stadium,referee,team_name,opponent_name,is_home,goals_scored,goals_conceded,total_shots,shots_on_target,shots_off_target,shots_blocked,shots_open_play,shots_free_kick,shots_penalty,shots_right_foot,shots_left_foot,shots_header,xg,xg_conceded,total_passes,passes_completed,passes_incomplete,avg_pass_length,long_passes,long_passes_completed,short_passes,ground_passes,low_passes,high_passes,through_balls,crosses,corners,free_kicks,goal_kicks,throw_ins,kick_offs,fouls_committed,fouls_won,handballs,yellow_cards,red_cards,second_yellows,offsides,clearances,interceptions,blocks,ball_recoveries,tackles,tackles_won,aerial_duels,aerial_duels_won,aerial_duels_lost,aerial_duels_total,pressures,dribbles_attempted,dribbles_completed,dispossessed,miscontrols,gk_saves,gk_punches,gk_claims,gk_sweeper,ball_possession_pct,possession_sequences,substitutions,fifty_fiftys,shot_accuracy,shot_conversion_rate,xg_per_shot,xg_overperformance,xg_differential,pass_completion_pct,long_pass_completion_pct,long_pass_ratio,cross_ratio,tackle_success_rate,aerial_win_pct,defensive_actions,pressure_intensity,recoveries_per_possession_lost,dribble_success_rate,discipline_index,goal_difference,match_result,is_clean_sheet,possession_differential,set_piece_passes,set_piece_ratio,gk_total_actions
7545,2018,2018-06-21,20:00:00.000,Group Stage,Stadion Nizhny Novgorod (Nizhniy Novgorod),Ravshan Irmatov,Croatia,Argentina,0,3,0,14,5,6,3,13,1,0,10,2,2,1.8317,1.2181,382,274,108,21.36,70,39,283,237,35,110,0,9,2,11,4,20,1,23,19,1,4,0,0,3,15,12,16,41,11,6,7,13,7,20,194,20,0,13,6,3,0,3,0,41.8,94,3,2,35.7,21.4,0.1308,1.1683,0.6136,71.7,55.7,18.3,2.4,54.5,65.0,54,194,2.16,0.0,6.3,3,W,1,-8.2,37,9.7,6
7546,2018,2018-06-21,17:00:00.000,Group Stage,	Ekaterinburg Arena,Mohamed Abdulla Hassan Mohd,France,Peru,1,1,0,12,4,6,2,12,0,0,5,6,1,1.8634,0.6252,435,332,103,21.2,77,44,322,274,70,91,2,6,5,12,9,23,1,11,14,1,2,0,0,0,12,24,16,50,21,15,9,9,9,18,329,25,0,11,10,2,0,0,0,43.0,92,3,0,33.3,8.3,0.1553,-0.8634,1.2382,76.3,57.1,17.7,1.4,71.4,50.0,73,329,2.38,0.0,3.1,1,W,1,-7.0,49,11.3,2
7546,2018,2018-06-21,17:00:00.000,Group Stage,	Ekaterinburg Arena,Mohamed Abdulla Hassan Mohd,Peru,France,0,0,1,12,2,8,2,11,1,0,4,6,2,0.6252,1.8634,548,436,112,20.04,79,43,442,383,38,127,0,10,2,8,7,25,1,14,9,0,2,0,0,1,12,11,10,57,20,11,9,9,9,18,161,22,0,15,11,3,1,1,1,57.0,95,3,0,16.7,0.0,0.0521,-0.6252,-1.2382,79.6,54.4,14.4,1.8,55.0,50.0,53,161,2.19,0.0,3.4,-1,L,0,7.0,42,7.7,6
7547,2018,2018-06-21,14:00:00.000,Group Stage,	Solidarnost Arena,Antonio Miguel Mateu Lahoz,Denmark,Australia,1,1,1,10,5,4,1,10,0,0,3,3,3,1.0144,1.4122,478,396,82,22.37,85,54,373,360,27,91,0,8,3,5,5,18,2,7,6,1,2,0,0,1,18,10,20,37,20,13,8,10,8,18,152,17,0,8,16,4,1,0,0,47.2,77,2,0,50.0,10.0,0.1014,-0.0144,-0.3978,82.8,63.5,17.8,1.7,65.0,55.6,68,152,1.54,0.0,2.7,0,D,0,-2.8,31,6.5,5
7547,2018,2018-06-21,14:00:00.000,Group Stage,	Solidarnost Arena,Antonio Miguel Mateu Lahoz,Australia,Denmark,0,1,1,13,5,4,4,12,0,1,4,6,2,1.4122,1.0144,533,442,91,21.53,84,44,429,391,19,123,0,18,5,4,6,14,1,6,6,0,0,0,0,0,15,4,16,38,11,7,10,8,10,18,168,17,0,15,11,4,0,0,0,52.8,82,3,0,38.5,7.7,0.1086,-0.4122,0.3978,82.9,52.4,15.8,3.4,63.6,44.4,46,168,1.46,0.0,0.6,0,D,0,2.8,29,5.4,4
7548,2018,2018-06-22,14:00:00.000,Group Stage,Saint-Petersburg Stadium,Björn Kuipers,Brazil,Costa Rica,1,2,0,23,9,9,5,23,0,0,14,5,4,3.0964,0.1587,750,661,89,19.75,95,70,628,623,38,89,0,24,10,9,1,16,1,11,16,0,2,0,0,1,9,4,19,62,18,10,9,8,9,17,105,19,0,17,14,0,0,0,1,74.5,93,3,1,39.1,8.7,0.1346,-1.0964,2.9377,88.1,73.7,12.7,3.2,55.6,47.1,50,105,2.0,0.0,3.1,2,W,1,24.5,36,4.8,1
7548,2018,2018-06-22,14:00:00.000,Group Stage,Saint-Petersburg Stadium,Björn Kuipers,Costa Rica,Brazil,0,0,2,4,0,3,1,4,0,0,3,1,0,0.1587,3.0964,294,205,89,24.93,79,39,199,159,28,107,0,5,1,13,4,12,3,17,11,1,1,0,0,1,28,8,23,50,19,11,8,9,8,17,148,9,0,16,12,7,1,1,0,25.5,78,3,1,0.0,0.0,0.0397,-0.1587,-2.9377,69.7,49.4,26.9,1.7,57.9,52.9,78,148,1.79,0.0,2.7,-2,L,0,-24.5,30,10.2,9
7549,2018,2018-06-22,17:00:00.000,Group Stage,Volgograd Arena,Matthew Conger,Nigeria,Iceland,1,2,0,17,4,7,6,17,0,0,9,5,3,1.3122,1.5522,529,413,116,21.84,90,45,418,366,5,158,0,13,6,7,4,18,1,10,12,0,1,0,0,1,22,8,9,55,16,13,9,16,9,25,132,15,0,10,14,3,2,2,0,61.2,89,3,1,23.5,11.8,0.0772,0.6878,-0.24,78.1,50.0,17.0,2.5,81.2,64.0,55,132,2.29,0.0,2.0,2,W,1,11.2,35,6.6,7
7549,2018,2018-06-22,17:00:00.000,Group Stage,Volgograd Arena,Matthew Conger,Iceland,Nigeria,0,0,2,10,3,6,1,8,1,1,5,2,2,1.5522,1.3122,339,224,115,23.6,87,40,239,163,41,135,0,19,5,5,8,17,1,12,10,0,0,0,0,0,20,7,13,46,13,6,16,9,16,25,285,15,0,13,11,2,0,0,1,38.8,85,3,1,30.0,0.0,0.1552,-1.5522,0.24,66.1,46.0,25.7,5.6,46.2,36.0,53,285,1.92,0.0,1.2,-2,L,0,-11.2,35,10.3,3
7550,2018,2018-06-22,20:00:00.000,Group Stage,Stadion Kaliningrad,Felix Brych,Serbia,Switzerland,1,1,2,12,3,8,1,12,0,0,4,2,5,1.1535,1.5573,347,263,84,25.46,93,59,230,197,57,93,0,15,3,14,11,22,1,20,13,0,4,0,0,0,12,13,10,39,21,10,11,12,11,23,296,16,0,9,18,3,0,2,0,37.9,91,2,0,25.0,8.3,0.0961,-0.1535,-0.4038,75.8,63.4,26.8,4.3,47.6,52.2,56,296,1.44,0.0,6.0,-1,L,0,-12.1,50,14.4,5
7550,2018,2018-06-22,20:00:00.000,Group Stage,Stadion Kaliningrad,Felix Brych,Switzerland,Serbia,0,2,1,19,5,8,6,18,1,0,5,12,2,1.5573,1.1535,554,467,87,22.31,110,66,418,394,57,103,0,13,7,7,7,16,1,13,20,0,1,0,0,3,9,8,10,53,16,12,12,11,12,23,147,25,0,9,15,2,1,0,1,62.1,97,3,0,26.3,10.5,0.082,0.4427,0.4038,84.3,60.0,19.9,2.3,75.0,47.8,43,147,2.21,0.0,2.3,1,W,0,12.1,37,6.7,4
7551,2018,2018-06-23,20:00:00.000,Group Stage,	Olimpiyskiy Stadion Fisht ,Szymon Marciniak,Germany,Sweden,1,2,1,18,5,5,8,18,0,0,9,7,2,1.3181,0.8152,718,619,99,21.11,119,94,576,542,76,100,0,40,5,9,0,14,2,12,16,2,2,1,1,3,11,3,15,44,14,10,12,9,12,21,169,9,0,5,9,5,1,0,0,74.7,99,3,3,27.8,11.1,0.0732,0.6819,0.5029,86.2,79.0,16.6,5.6,71.4,42.9,43,169,3.14,0.0,6.2,1,W,0,24.7,28,3.9,6
7551,2018,2018-06-23,20:00:00.000,Group Stage,	Olimpiyskiy Stadion Fisht ,Szymon Marciniak,Sweden,Germany,0,1,2,7,6,0,1,7,0,0,4,1,2,0.8152,1.3181,234,164,70,26.58,63,25,155,129,35,70,1,14,3,11,6,14,3,17,10,1,2,0,0,2,38,9,27,25,7,5,9,12,9,21,194,15,0,4,6,3,3,2,0,25.3,67,3,3,85.7,14.3,0.1165,0.1848,-0.5029,70.1,39.7,26.9,6.0,71.4,57.1,81,194,2.5,0.0,3.7,-1,L,0,-24.7,34,14.5,8
7552,2018,2018-06-23,14:00:00.000,Group Stage,Otkritie Bank Arena,Jair Marrufo,Belgium,Tunisia,1,5,2,23,11,8,4,22,0,1,13,10,0,5.3364,1.1882,475,392,83,20.75,72,41,371,351,46,78,9,10,3,12,8,15,3,13,15,1,0,0,0,3,10,16,8,50,10,7,5,1,5,6,160,8,0,11,10,3,0,2,0,54.1,104,3,0,47.8,21.7,0.232,-0.3364,4.1482,82.5,56.9,15.2,2.1,70.0,16.7,44,160,2.38,0.0,1.3,3,W,0,4.1,38,8.0,5
7552,2018,2018-06-23,14:00:00.000,Group Stage,Otkritie Bank Arena,Jair Marrufo,Tunisia,Belgium,0,2,5,17,5,9,3,17,0,0,10,5,2,1.1882,5.3364,467,374,93,21.23,75,44,356,343,25,99,0,16,2,9,6,21,5,15,12,0,1,0,0,2,9,9,17,37,13,9,1,5,1,6,272,5,0,8,12,6,0,1,3,45.9,106,3,0,29.4,11.8,0.0699,0.8118,-4.1482,80.1,58.7,16.1,3.4,69.2,83.3,48,272,1.85,0.0,2.5,-3,L,0,-4.1,38,8.1,10
7553,2018,2018-06-23,17:00:00.000,Group Stage,	Rostov Arena,Milorad Mažić,South Korea,Mexico,1,1,2,17,6,2,9,16,1,0,8,8,1,0.8164,1.8778,360,279,81,20.41,65,39,271,234,40,86,0,11,7,2,0,16,2,26,8,3,3,0,0,0,10,5,14,38,17,11,7,7,7,14,227,24,0,13,10,3,0,2,1,41.5,87,3,3,35.3,5.9,0.048,0.1836,-1.0614,77.5,60.0,18.1,3.1,64.7,50.0,46,227,1.65,0.0,5.6,-1,L,0,-8.5,25,6.9,6
7553,2018,2018-06-23,17:00:00.000,Group Stage,	Rostov Arena,Milorad Mažić,Mexico,South Korea,0,2,1,14,5,7,2,13,0,1,7,4,3,1.8778,0.8164,495,422,73,21.37,73,51,395,369,51,75,0,7,4,15,3,18,1,8,23,0,0,0,0,0,9,13,20,38,21,13,7,7,7,14,110,21,0,11,11,5,1,1,0,58.5,103,3,3,35.7,14.3,0.1341,0.1222,1.0614,85.3,69.9,14.7,1.4,61.9,50.0,63,110,1.73,0.0,0.8,1,W,0,8.5,40,8.1,7
7554,2018,2018-06-24,14:00:00.000,Group Stage,Stadion Nizhny Novgorod (Nizhniy Novgorod),Ghead Grisha,England,Panama,1,6,1,11,7,2,2,9,0,2,7,1,3,3.1683,1.08,607,552,55,18.69,77,54,510,506,43,58,7,4,3,10,6,9,1,14,12,0,1,0,0,3,12,5,12,30,10,6,6,13,6,19,172,9,0,7,12,1,0,0,0,58.7,68,3,0,63.6,54.5,0.288,2.8317,2.0883,90.9,70.1,12.7,0.7,60.0,68.4,39,172,1.58,0.0,2.4,5,W,0,8.7,28,4.6,1
7554,2018,2018-06-24,14:00:00.000,Group Stage,Stadion Nizhny Novgorod (Nizhniy Novgorod),Ghead Grisha,Panama,England,0,1,6,8,2,5,1,8,0,0,4,4,0,1.08,3.1683,406,349,57,21.21,80,55,307,308,24,74,0,11,2,18,2,10,4,13,14,0,3,0,0,0,8,7,6,30,10,6,13,6,13,19,169,8,0,6,12,1,0,0,1,41.3,62,3,0,25.0,12.5,0.135,-0.08,-2.0883,86.0,68.8,19.7,2.7,60.0,31.6,31,169,1.67,0.0,4.3,-5,L,0,-8.7,32,7.9,2
7555,2018,2018-06-24,20:00:00.000,Group Stage,Ak Bars Arena,César Arturo Ramos Palazuelos,Poland,Colombia,1,0,3,11,2,4,5,11,0,0,4,2,5,1.1142,1.3869,448,340,108,22.63,88,46,339,302,37,109,0,15,7,8,2,17,3,17,10,0,2,0,0,0,25,18,19,46,17,11,16,21,16,37,202,18,0,9,14,0,2,1,0,43.3,91,3,2,18.2,0.0,0.1013,-1.1142,-0.2727,75.9,52.3,19.6,3.3,64.7,56.8,79,202,2.0,0.0,3.7,-3,L,0,-6.7,34,7.6,3
7555,2018,2018-06-24,20:00:00.000,Group Stage,Ak Bars Arena,César Arturo Ramos Palazuelos,Colombia,Poland,0,3,0,13,3,5,5,12,1,0,6,6,1,1.3869,1.1142,548,427,121,20.25,85,46,442,353,64,131,0,21,5,11,3,14,1,11,17,1,0,0,0,1,22,9,17,80,17,10,21,16,21,37,220,26,0,11,14,2,1,0,0,56.7,86,3,2,23.1,23.1,0.1067,1.6131,0.2727,77.9,54.1,15.5,3.8,58.8,43.2,65,220,3.2,0.0,1.1,3,W,1,6.7,33,6.0,3
7556,2018,2018-06-24,17:00:00.000,Group Stage,	Ekaterinburg Arena,Gianluca Rocchi,Japan,Senegal,1,2,2,7,3,2,2,7,0,0,3,3,1,1.0125,1.8783,476,368,108,22.01,82,39,371,332,10,134,0,9,2,12,6,12,1,9,15,0,2,0,0,2,20,8,10,44,11,7,22,14,22,36,146,10,0,9,13,5,0,1,0,53.3,85,3,1,42.9,28.6,0.1446,0.9875,-0.8658,77.3,47.6,17.2,1.9,63.6,38.9,49,146,2.0,0.0,2.9,0,D,0,3.3,32,6.7,6
7556,2018,2018-06-24,17:00:00.000,Group Stage,	Ekaterinburg Arena,Gianluca Rocchi,Senegal,Japan,0,2,2,15,7,7,1,15,0,0,7,4,3,1.8783,1.0125,392,285,107,24.3,102,56,266,208,63,121,2,21,5,7,8,21,1,15,9,0,3,0,0,4,7,9,10,46,11,6,14,22,14,36,139,11,0,6,15,1,0,0,0,46.7,82,3,1,46.7,13.3,0.1252,0.1217,0.8658,72.7,54.9,26.0,5.4,54.5,61.1,37,139,2.19,0.0,4.5,0,D,0,-3.3,41,10.5,1
7557,2018,2018-06-25,20:00:00.000,Group Stage,Mordovia Arena,Enrique Cáceres,Iran,Portugal,1,1,1,9,2,5,2,7,1,1,4,2,3,1.577,1.5224,239,154,85,26.21,66,33,160,121,17,101,0,8,0,7,8,10,2,16,8,0,1,0,0,1,11,18,18,38,13,5,12,11,12,23,141,12,0,2,14,2,2,4,0,27.1,61,3,1,22.2,11.1,0.1752,-0.577,0.0546,64.4,50.0,27.6,3.3,38.5,47.8,60,141,2.38,0.0,2.6,0,D,0,-22.9,25,10.5,8
7557,2018,2018-06-25,20:00:00.000,Group Stage,Mordovia Arena,Enrique Cáceres,Portugal,Iran,0,1,1,15,4,8,3,13,1,1,11,1,3,1.5224,1.577,630,534,96,19.57,94,64,507,469,56,105,0,17,5,6,2,22,1,9,16,1,2,0,0,1,10,7,15,49,7,7,11,12,11,23,163,21,0,9,10,1,0,0,1,72.9,80,3,1,26.7,6.7,0.1015,-0.5224,-0.0546,84.8,68.1,14.9,2.7,100.0,52.2,39,163,2.58,0.0,2.9,0,D,0,22.9,35,5.6,2
7558,2018,2018-06-25,16:00:00.000,Group Stage,	Solidarnost Arena,Malang Diedhiou,Uruguay,Russia,1,3,0,16,6,5,5,14,2,0,7,7,2,2.4826,0.1802,526,436,90,22.6,104,73,396,379,52,95,0,9,4,11,10,21,1,19,18,0,1,0,0,0,9,6,12,37,13,8,14,9,14,23,146,8,0,4,18,1,0,2,1,58.8,87,3,1,37.5,18.8,0.1552,0.5174,2.3024,82.9,70.2,19.8,1.7,61.5,39.1,40,146,1.68,0.0,2.9,3,W,1,8.8,46,8.7,4
7558,2018,2018-06-25,16:00:00.000,Group Stage,	Solidarnost Arena,Malang Diedhiou,Russia,Uruguay,0,0,3,3,1,1,1,3,0,0,2,1,0,0.1802,2.4826,380,290,90,23.39,80,45,282,243,19,118,0,8,2,12,6,12,4,19,19,1,2,1,1,2,20,7,18,31,6,6,9,14,9,23,218,10,0,11,9,4,1,1,0,41.2,83,3,1,33.3,0.0,0.0601,-0.1802,-2.3024,76.3,56.2,21.1,2.1,100.0,60.9,51,218,1.55,0.0,6.9,-3,L,0,-8.8,32,8.4,6
7559,2018,2018-06-25,16:00:00.000,Group Stage,Volgograd Arena,Wilmar Alexander Roldán Pérez,Saudi Arabia,Egypt,1,2,1,21,7,9,5,17,2,2,15,4,2,2.5458,0.9237,674,589,85,18.0,69,45,584,539,68,67,0,15,6,7,4,12,1,9,15,0,0,0,0,2,6,19,7,40,12,7,6,6,6,12,198,21,0,3,21,0,1,0,1,63.8,87,2,0,33.3,9.5,0.1212,-0.5458,1.6221,87.4,65.2,10.2,2.2,58.3,50.0,44,198,1.67,0.0,0.9,1,W,0,13.8,29,4.3,2
7559,2018,2018-06-25,16:00:00.000,Group Stage,Volgograd Arena,Wilmar Alexander Roldán Pérez,Egypt,Saudi Arabia,0,1,2,8,1,6,1,8,0,0,4,3,1,0.9237,2.5458,379,292,87,21.4,74,44,287,265,36,78,0,9,1,7,7,11,2,17,9,1,2,0,0,3,21,12,15,36,9,7,6,6,6,12,178,12,0,10,7,4,1,0,0,36.2,72,3,0,12.5,12.5,0.1155,0.0763,-1.6221,77.0,59.5,19.5,2.4,77.8,50.0,57,178,2.12,0.0,3.7,-1,L,0,-13.8,26,6.9,5
7560,2018,2018-06-25,20:00:00.000,Group Stage,Stadion Kaliningrad,Ravshan Irmatov,Spain,Morocco,1,2,2,18,3,13,2,18,0,0,8,4,6,2.6045,1.0718,753,675,78,19.06,80,62,652,623,40,90,0,23,7,8,4,14,1,6,18,0,0,0,0,1,3,9,9,33,10,7,10,7,10,17,140,21,0,10,9,1,1,0,0,74.0,89,3,2,16.7,11.1,0.1447,-0.6045,1.5327,89.6,77.5,10.6,3.1,70.0,41.2,31,140,1.74,0.0,0.6,0,D,0,24.0,33,4.4,2
7560,2018,2018-06-25,20:00:00.000,Group Stage,Stadion Kaliningrad,Ravshan Irmatov,Morocco,Spain,0,2,2,8,3,4,1,8,0,0,2,4,2,1.0718,2.6045,251,187,64,23.25,62,34,178,169,4,78,0,3,1,3,7,9,2,18,6,0,6,0,0,1,18,8,17,39,16,9,7,10,7,17,267,13,0,8,11,1,0,3,0,26.0,63,3,2,37.5,25.0,0.134,0.9282,-1.5327,74.5,54.8,24.7,1.2,56.2,58.8,59,267,2.05,0.0,7.8,0,D,0,-24.0,20,8.0,4
7561,2018,2018-06-26,20:00:00.000,Group Stage,	Rostov Arena,Antonio Miguel Mateu Lahoz,Iceland,Croatia,1,1,2,17,6,7,4,15,1,1,8,4,5,2.1327,0.6739,331,224,107,23.03,75,38,244,185,40,106,0,12,10,6,4,11,1,14,11,1,3,0,0,0,10,9,13,50,15,11,9,15,9,24,232,13,0,11,5,0,1,2,0,38.6,83,3,0,35.3,5.9,0.1255,-1.1327,1.4588,67.7,50.7,22.7,3.6,73.3,62.5,47,232,3.12,0.0,4.4,-1,L,0,-11.4,31,9.4,3
7561,2018,2018-06-26,20:00:00.000,Group Stage,	Rostov Arena,Antonio Miguel Mateu Lahoz,Croatia,Iceland,0,2,1,13,2,8,3,11,2,0,8,5,0,0.6739,2.1327,535,451,84,18.99,82,46,428,402,49,84,0,10,5,6,6,20,1,13,13,2,1,0,0,0,25,7,21,37,15,9,15,9,15,24,216,17,0,10,10,5,2,2,0,61.4,88,3,0,15.4,15.4,0.0518,1.3261,-1.4588,84.3,56.1,15.3,1.9,60.0,37.5,68,216,1.85,0.0,2.3,1,W,0,11.4,37,6.9,9
7562,2018,2018-06-26,16:00:00.000,Group Stage,	Olimpiyskiy Stadion Fisht ,Sergey Karasev,Australia,Peru,1,0,2,16,2,10,4,14,2,0,6,3,7,1.6553,0.3364,575,489,86,20.26,76,52,457,424,23,128,0,16,8,9,5,27,1,12,12,0,3,0,0,3,11,5,26,45,7,5,3,12,3,15,244,16,0,22,14,1,0,0,0,56.7,102,3,0,12.5,0.0,0.1035,-1.6553,1.3189,85.0,68.4,13.2,2.8,71.4,80.0,49,244,1.25,0.0,4.2,-2,L,0,6.7,49,8.5,1
7562,2018,2018-06-26,16:00:00.000,Group Stage,	Olimpiyskiy Stadion Fisht ,Sergey Karasev,Peru,Australia,0,2,0,4,3,1,0,4,0,0,1,2,1,0.3364,1.6553,431,341,90,21.31,70,36,343,332,14,85,0,5,3,13,9,10,1,12,12,0,2,0,0,1,22,6,20,47,27,19,12,3,12,15,200,8,0,6,19,2,0,4,0,43.3,75,3,0,75.0,50.0,0.0841,1.6636,-1.3189,79.1,51.4,16.2,1.2,70.4,20.0,75,200,1.88,0.0,3.2,2,W,1,-6.7,35,8.1,6
7563,2018,2018-06-26,16:00:00.000,Group Stage,Stadion Luzhniki,Sandro Ricci,Denmark,France,1,0,0,5,1,1,3,4,1,0,3,2,0,0.139,0.4181,342,236,106,25.7,87,33,238,189,40,113,0,2,4,9,6,15,1,11,10,0,1,0,0,0,20,10,16,49,14,9,16,8,16,24,192,12,0,5,13,4,0,1,0,33.0,74,3,2,20.0,0.0,0.0278,-0.139,-0.2791,69.0,37.9,25.4,0.6,64.3,33.3,60,192,2.72,0.0,2.1,0,D,1,-17.0,34,9.9,5
7563,2018,2018-06-26,16:00:00.000,Group Stage,Stadion Luzhniki,Sandro Ricci,France,Denmark,0,0,0,11,4,6,1,11,0,0,1,8,2,0.4181,0.139,699,592,107,19.54,86,54,594,566,54,79,0,15,2,6,1,14,1,10,11,0,0,0,0,1,8,5,11,54,8,4,8,16,8,24,91,16,0,10,16,1,1,0,1,67.0,80,3,2,36.4,0.0,0.038,-0.4181,0.2791,84.7,62.8,12.3,2.1,50.0,66.7,32,91,2.08,0.0,1.0,0,D,1,17.0,23,3.3,3
7564,2018,2018-06-26,20:00:00.000,Group Stage,Saint-Petersburg Stadium,Cüneyt Çakιr,Nigeria,Argentina,1,1,2,9,3,5,1,7,1,1,8,0,1,1.3053,0.8506,322,210,112,22.12,71,26,226,174,50,98,2,6,3,11,7,26,3,21,17,2,2,0,0,0,9,27,17,46,13,7,10,7,10,17,302,25,0,9,21,1,0,0,0,33.4,84,3,2,33.3,11.1,0.145,-0.3053,0.4547,65.2,36.6,22.0,1.9,53.8,41.2,66,302,1.53,0.0,4.1,-1,L,0,-16.6,47,14.6,1
7564,2018,2018-06-26,20:00:00.000,Group Stage,Saint-Petersburg Stadium,Cüneyt Çakιr,Argentina,Nigeria,0,2,1,8,3,4,1,7,1,0,3,5,0,0.8506,1.3053,595,479,116,19.85,87,56,470,428,50,117,0,10,5,14,3,22,1,17,19,0,3,0,0,2,13,13,10,52,16,9,7,10,7,17,134,25,0,5,17,2,0,0,1,66.6,98,3,2,37.5,25.0,0.1063,1.1494,-0.4547,80.5,64.4,14.6,1.7,56.2,58.8,52,134,2.36,0.0,4.7,1,W,0,16.6,44,7.4,3
7565,2018,2018-06-27,20:00:00.000,Group Stage,Otkritie Bank Arena,Alireza Faghani,Serbia,Brazil,1,0,2,11,1,6,4,11,0,0,3,5,3,0.9478,1.4203,447,337,110,19.97,67,42,371,293,52,102,0,21,5,6,2,6,1,14,7,2,3,0,0,1,20,6,23,62,20,13,8,14,8,22,368,15,0,10,9,5,0,0,1,40.5,79,3,1,9.1,0.0,0.0862,-0.9478,-0.4725,75.4,62.7,15.0,4.7,65.0,63.6,69,368,3.26,0.0,4.4,-2,L,0,-9.5,19,4.3,6
7565,2018,2018-06-27,20:00:00.000,Group Stage,Otkritie Bank Arena,Alireza Faghani,Brazil,Serbia,0,2,0,15,7,3,5,15,0,0,11,3,1,1.4203,0.9478,653,553,100,17.9,76,52,552,518,58,77,0,12,8,8,3,13,1,7,12,0,0,0,0,1,23,10,28,45,16,11,14,8,14,22,104,28,0,8,11,1,4,0,1,59.5,89,3,1,46.7,13.3,0.0947,0.5797,0.4725,84.7,68.4,11.6,1.8,68.8,36.4,77,104,2.37,0.0,0.7,2,W,1,9.5,32,4.9,6
7566,2018,2018-06-27,16:00:00.000,Group Stage,	Ekaterinburg Arena,Néstor Fabián Pitana,Mexico,Sweden,1,0,3,22,3,10,9,21,1,0,9,8,5,1.6107,2.7905,508,404,104,20.85,73,38,404,347,67,94,0,20,7,8,6,19,1,16,17,2,3,0,0,1,5,12,9,48,4,2,11,13,11,24,89,30,0,4,12,3,0,1,0,71.7,93,3,1,13.6,0.0,0.0732,-1.6107,-1.1798,79.5,52.1,14.4,3.9,50.0,54.2,30,89,3.0,0.0,4.6,-3,L,0,21.7,40,7.9,4
7566,2018,2018-06-27,16:00:00.000,Group Stage,	Ekaterinburg Arena,Néstor Fabián Pitana,Sweden,Mexico,0,3,0,15,5,9,1,13,1,1,10,3,2,2.7905,1.6107,254,152,102,25.7,68,24,175,100,48,106,0,8,3,12,8,8,1,18,14,1,2,0,0,0,24,12,18,32,14,10,13,11,13,24,182,6,0,2,8,3,0,1,0,28.3,71,3,1,33.3,20.0,0.186,0.2095,1.1798,59.8,35.3,26.8,3.1,71.4,45.8,68,182,3.2,0.0,3.8,3,W,1,-21.7,31,12.2,4
7567,2018,2018-06-27,16:00:00.000,Group Stage,Ak Bars Arena,Mark Geiger,South Korea,Germany,1,2,0,12,5,6,1,11,1,0,9,3,0,1.7746,2.7089,259,184,75,26.32,72,29,174,154,17,88,0,4,3,5,15,11,1,16,6,0,4,0,0,0,31,6,32,46,12,9,12,2,12,14,292,14,0,13,9,6,3,3,0,25.4,78,3,0,41.7,16.7,0.1479,0.2254,-0.9343,71.0,40.3,27.8,1.5,75.0,14.3,81,292,2.09,0.0,5.6,2,W,1,-24.6,34,13.1,12
7567,2018,2018-06-27,16:00:00.000,Group Stage,Ak Bars Arena,Mark Geiger,Germany,South Korea,0,0,2,29,6,13,10,29,0,0,13,7,8,2.7089,1.7746,734,631,103,19.24,91,67,607,588,71,75,0,26,8,8,3,24,3,7,15,1,0,0,0,1,7,8,16,49,18,15,2,12,2,14,114,22,0,5,9,3,0,0,0,74.6,108,3,0,20.7,0.0,0.0934,-2.7089,0.9343,86.0,73.6,12.4,3.5,83.3,85.7,49,114,3.5,0.0,0.7,-2,L,0,24.6,43,5.9,3
7568,2018,2018-06-27,20:00:00.000,Group Stage,Stadion Nizhny Novgorod (Nizhniy Novgorod),Clément Turpin,Switzerland,Costa Rica,1,2,2,13,3,6,4,13,0,0,6,4,3,1.1965,1.5762,595,502,93,21.16,97,61,470,482,37,76,0,17,6,9,11,14,1,10,15,0,2,0,0,1,11,7,16,36,17,10,5,7,5,12,172,10,0,7,11,5,0,1,0,62.3,86,3,0,23.1,15.4,0.092,0.8035,-0.3797,84.4,62.9,16.3,2.9,58.8,58.3,51,172,2.0,0.0,3.0,0,D,0,12.3,40,6.7,6
7568,2018,2018-06-27,20:00:00.000,Group Stage,Stadion Nizhny Novgorod (Nizhniy Novgorod),Clément Turpin,Costa Rica,Switzerland,0,2,2,14,6,6,2,13,0,1,5,7,2,1.5762,1.1965,362,280,82,22.78,77,47,270,225,36,101,0,8,3,2,2,16,1,15,10,0,2,0,0,0,17,13,19,42,7,4,7,5,7,12,118,20,0,10,9,1,2,2,0,37.7,85,3,0,42.9,14.3,0.1126,0.4238,0.3797,77.3,61.0,21.3,2.2,57.1,41.7,56,118,2.21,0.0,3.5,0,D,0,-12.3,23,6.4,5
7569,2018,2018-06-28,20:00:00.000,Group Stage,Mordovia Arena,Nawaf Abdulla Ghayyath Shukralla,Panama,Tunisia,1,1,2,9,4,3,2,8,1,0,4,4,0,0.6908,2.8525,291,202,89,24.53,70,29,204,169,29,93,0,4,0,13,9,16,1,20,19,2,1,0,0,3,24,15,13,40,16,9,13,7,13,20,170,12,0,12,8,4,1,0,0,30.8,83,3,0,44.4,11.1,0.0768,0.3092,-2.1617,69.4,41.4,24.1,1.4,56.2,35.0,68,170,2.0,0.0,3.0,-1,L,0,-19.2,38,13.1,5
