fixture_id,world_cup_year,date,round,team_id,team_name,is_home,opponent_id,opponent_name,goals_scored,goals_conceded,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_pct
855744,2022,2022-11-24T13:00:00+00:00,Group Stage - 1,17,South Korea,False,7,Uruguay,0,0,0,6,7,1,2,5,10,3,0,44.0,1,0,1,418,326,78.0
855745,2022,2022-11-24T16:00:00+00:00,Group Stage - 1,27,Portugal,True,1504,Ghana,3,2,5,3,11,3,7,4,14,3,1,62.0,2,0,1,622,552,89.0
855745,2022,2022-11-24T16:00:00+00:00,Group Stage - 1,1504,Ghana,False,27,Portugal,2,3,3,5,9,1,3,6,19,3,1,38.0,4,0,2,387,315,81.0
855746,2022,2022-11-24T19:00:00+00:00,Group Stage - 1,6,Brazil,True,14,Serbia,2,0,8,9,22,5,11,11,7,6,1,59.0,0,0,0,582,504,87.0
855746,2022,2022-11-24T19:00:00+00:00,Group Stage - 1,14,Serbia,False,6,Brazil,0,2,0,3,5,2,2,3,12,4,0,41.0,3,0,6,406,326,80.0
855747,2022,2022-11-25T13:00:00+00:00,Group Stage - 2,1569,Qatar,True,13,Senegal,1,3,3,5,10,2,5,5,7,6,4,45.0,3,0,2,406,329,81.0
855747,2022,2022-11-25T13:00:00+00:00,Group Stage - 2,13,Senegal,False,1569,Qatar,3,1,5,6,13,2,10,3,12,6,3,55.0,3,0,2,502,432,86.0
855748,2022,2022-11-25T16:00:00+00:00,Group Stage - 2,1118,Netherlands,True,2382,Ecuador,1,1,1,1,2,0,0,2,15,2,1,54.0,0,0,3,506,418,83.0
855748,2022,2022-11-25T16:00:00+00:00,Group Stage - 2,2382,Ecuador,False,1118,Netherlands,1,1,4,4,15,7,10,5,12,5,4,46.0,1,0,0,413,328,79.0
855749,2022,2022-11-25T19:00:00+00:00,Group Stage - 2,10,England,True,2384,USA,0,0,3,4,8,1,6,2,9,3,1,56.0,0,0,1,541,472,87.0
855749,2022,2022-11-25T19:00:00+00:00,Group Stage - 2,2384,USA,False,10,England,0,0,1,5,10,4,6,4,15,7,0,44.0,0,0,3,422,352,83.0
855750,2022,2022-11-26T13:00:00+00:00,Group Stage - 2,24,Poland,True,23,Saudi Arabia,2,0,3,4,9,2,9,0,18,4,0,36.0,3,0,5,297,228,77.0
855750,2022,2022-11-26T13:00:00+00:00,Group Stage - 2,23,Saudi Arabia,False,24,Poland,0,2,5,8,16,3,9,7,15,5,0,64.0,2,0,1,537,456,85.0
855751,2022,2022-11-26T16:00:00+00:00,Group Stage - 2,2,France,True,21,Denmark,2,1,7,6,21,8,16,5,4,6,1,49.0,1,0,1,491,421,86.0
855751,2022,2022-11-26T16:00:00+00:00,Group Stage - 2,21,Denmark,False,2,France,1,2,2,6,10,2,5,5,9,4,1,51.0,2,0,4,528,456,86.0
855752,2022,2022-11-26T19:00:00+00:00,Group Stage - 2,26,Argentina,True,16,Mexico,2,0,2,3,5,0,2,3,15,4,2,59.0,1,0,1,528,446,84.0
855752,2022,2022-11-26T19:00:00+00:00,Group Stage - 2,16,Mexico,False,26,Argentina,0,2,1,2,4,1,1,3,19,2,4,41.0,4,0,0,370,284,77.0
855753,2022,2022-11-27T13:00:00+00:00,Group Stage - 2,1,Belgium,True,31,Morocco,0,2,3,5,10,2,5,5,10,9,3,67.0,1,0,2,652,577,88.0
855753,2022,2022-11-27T13:00:00+00:00,Group Stage - 2,31,Morocco,False,1,Belgium,2,0,4,6,10,0,6,4,14,1,3,33.0,1,0,3,328,274,84.0
855754,2022,2022-11-27T16:00:00+00:00,Group Stage - 2,3,Croatia,True,5529,Canada,4,1,10,3,13,0,9,4,13,5,1,48.0,2,0,1,443,372,84.0
855754,2022,2022-11-27T16:00:00+00:00,Group Stage - 2,5529,Canada,False,3,Croatia,1,4,2,3,8,3,1,7,5,2,3,52.0,2,0,6,473,399,84.0
855755,2022,2022-11-27T19:00:00+00:00,Group Stage - 2,9,Spain,True,25,Germany,1,1,3,2,7,2,3,4,13,6,2,64.0,1,0,3,634,542,85.0
855755,2022,2022-11-27T19:00:00+00:00,Group Stage - 2,25,Germany,False,9,Spain,1,1,4,4,11,3,8,3,11,5,5,36.0,3,0,2,344,271,79.0
855756,2022,2022-11-28T10:00:00+00:00,Group Stage - 2,1530,Cameroon,True,14,Serbia,3,3,8,2,13,3,9,4,8,4,0,41.0,2,0,2,340,244,72.0
855756,2022,2022-11-28T10:00:00+00:00,Group Stage - 2,14,Serbia,False,1530,Cameroon,3,3,5,8,15,2,10,5,13,3,4,59.0,2,0,5,503,409,81.0
855757,2022,2022-11-28T13:00:00+00:00,Group Stage - 2,17,South Korea,True,1504,Ghana,2,3,7,5,22,10,16,6,13,12,1,63.0,2,0,0,528,455,86.0
855757,2022,2022-11-28T13:00:00+00:00,Group Stage - 2,1504,Ghana,False,17,South Korea,3,2,3,4,7,0,6,1,9,5,1,37.0,2,0,4,320,254,79.0
855758,2022,2022-11-28T16:00:00+00:00,Group Stage - 2,6,Brazil,True,15,Switzerland,1,0,5,3,13,5,10,3,10,8,3,54.0,1,0,0,550,483,88.0
855758,2022,2022-11-28T16:00:00+00:00,Group Stage - 2,15,Switzerland,False,6,Brazil,0,1,0,2,6,4,4,2,17,3,1,46.0,1,0,4,482,404,84.0
855759,2022,2022-11-28T19:00:00+00:00,Group Stage - 2,27,Portugal,True,7,Uruguay,2,0,3,6,15,6,4,11,10,6,3,60.0,3,0,3,603,501,83.0
855759,2022,2022-11-28T19:00:00+00:00,Group Stage - 2,7,Uruguay,False,27,Portugal,0,2,3,6,11,2,7,4,16,2,0,40.0,2,0,1,403,295,73.0
855760,2022,2022-11-29T15:00:00+00:00,Group Stage - 3,1118,Netherlands,True,1569,Qatar,2,0,4,6,13,3,10,3,19,4,5,63.0,1,0,3,783,718,92.0
855760,2022,2022-11-29T15:00:00+00:00,Group Stage - 3,1569,Qatar,False,1118,Netherlands,0,2,3,2,5,0,1,4,9,2,0,37.0,0,0,2,452,371,82.0
855761,2022,2022-11-29T15:00:00+00:00,Group Stage - 3,2382,Ecuador,True,13,Senegal,1,2,4,3,9,2,6,3,23,3,0,61.0,0,0,1,434,336,77.0
855761,2022,2022-11-29T15:00:00+00:00,Group Stage - 3,13,Senegal,False,2382,Ecuador,2,1,3,7,14,4,10,4,11,6,3,39.0,1,0,3,267,181,68.0
855762,2022,2022-11-29T19:00:00+00:00,Group Stage - 3,22,Iran,True,2384,USA,0,1,1,3,4,0,3,1,14,1,2,49.0,3,0,4,466,361,77.0
855762,2022,2022-11-29T19:00:00+00:00,Group Stage - 3,2384,USA,False,22,Iran,1,0,5,4,12,3,8,4,10,5,1,51.0,1,0,0,474,397,84.0
855763,2022,2022-11-30T15:00:00+00:00,Group Stage - 3,28,Tunisia,True,2,France,1,0,3,2,5,0,3,2,14,7,3,34.0,1,0,3,312,243,78.0
855763,2022,2022-11-30T15:00:00+00:00,Group Stage - 3,2,France,False,28,Tunisia,0,1,3,3,10,4,5,5,6,8,2,66.0,0,0,2,622,534,86.0
855764,2022,2022-11-30T19:00:00+00:00,Group Stage - 3,24,Poland,True,26,Argentina,0,2,0,2,4,2,2,2,6,1,0,27.0,1,0,9,317,245,77.0
855764,2022,2022-11-30T19:00:00+00:00,Group Stage - 3,26,Argentina,False,24,Poland,2,0,12,7,23,4,20,3,11,9,1,73.0,1,0,0,868,800,92.0
855765,2022,2022-11-30T19:00:00+00:00,Group Stage - 3,23,Saudi Arabia,True,16,Mexico,1,2,2,7,10,1,7,3,20,1,2,39.0,6,0,8,287,166,58.0
855765,2022,2022-11-30T19:00:00+00:00,Group Stage - 3,16,Mexico,False,23,Saudi Arabia,2,1,11,7,26,8,10,16,18,8,6,61.0,1,0,1,426,320,75.0
855766,2022,2022-12-01T15:00:00+00:00,Group Stage - 3,3,Croatia,True,1,Belgium,0,0,4,6,11,1,7,4,7,2,4,48.0,0,0,3,554,471,85.0
855766,2022,2022-12-01T15:00:00+00:00,Group Stage - 3,1,Belgium,False,3,Croatia,0,0,3,8,16,5,13,3,9,4,0,52.0,1,0,4,593,521,88.0
855767,2022,2022-12-01T15:00:00+00:00,Group Stage - 3,5529,Canada,True,31,Morocco,1,2,0,4,5,1,4,1,14,6,4,59.0,4,0,0,524,453,86.0
855767,2022,2022-12-01T15:00:00+00:00,Group Stage - 3,31,Morocco,False,5529,Canada,2,1,2,2,6,2,3,3,14,2,4,41.0,0,0,0,373,295,79.0
855768,2022,2022-12-01T19:00:00+00:00,Group Stage - 3,12,Japan,True,9,Spain,2,1,3,2,6,1,4,2,9,0,2,18.0,3,0,4,228,153,67.0
855768,2022,2022-12-01T19:00:00+00:00,Group Stage - 3,9,Spain,False,12,Japan,1,2,5,2,12,5,6,6,6,2,2,82.0,0,0,1,1058,969,92.0
855769,2022,2022-12-02T15:00:00+00:00,Group Stage - 3,17,South Korea,True,27,Portugal,2,1,6,2,13,5,7,6,9,5,1,39.0,2,0,5,357,281,79.0
855769,2022,2022-12-02T15:00:00+00:00,Group Stage - 3,27,Portugal,False,17,South Korea,1,2,6,3,13,4,7,6,10,4,5,61.0,0,0,4,574,503,88.0
855770,2022,2022-12-02T15:00:00+00:00,Group Stage - 3,1504,Ghana,True,7,Uruguay,0,2,4,3,10,3,5,5,18,5,2,51.0,2,0,4,432,344,80.0
855770,2022,2022-12-02T15:00:00+00:00,Group Stage - 3,7,Uruguay,False,1504,Ghana,2,0,7,5,12,0,7,5,11,2,2,49.0,5,0,4,433,335,77.0
855771,2022,2022-12-02T19:00:00+00:00,Group Stage - 3,1530,Cameroon,True,6,Brazil,1,0,3,3,7,1,5,2,14,3,0,35.0,5,1,7,299,231,77.0
855771,2022,2022-12-02T19:00:00+00:00,Group Stage - 3,6,Brazil,False,1530,Cameroon,0,1,7,11,21,3,16,5,14,11,1,65.0,2,0,2,541,475,88.0
855772,2022,2022-12-02T19:00:00+00:00,Group Stage - 3,14,Serbia,True,15,Switzerland,2,3,4,6,12,2,11,1,18,2,0,54.0,7,0,4,466,363,78.0
855772,2022,2022-12-02T19:00:00+00:00,Group Stage - 3,15,Switzerland,False,14,Serbia,3,2,7,4,14,3,10,4,14,0,0,46.0,4,0,2,415,319,77.0
866681,2022,2022-11-21T19:00:00+00:00,Group Stage - 1,2384,USA,True,767,Wales,1,1,1,4,6,1,4,2,15,5,1,59.0,4,0,2,567,495,87.0
866681,2022,2022-11-21T19:00:00+00:00,Group Stage - 1,767,Wales,False,2384,USA,1,1,3,3,7,1,5,2,10,3,1,41.0,2,0,1,403,308,76.0
866682,2022,2022-11-25T10:00:00+00:00,Group Stage - 2,767,Wales,True,22,Iran,0,2,3,5,10,2,6,4,9,2,2,62.0,1,1,4,501,390,78.0
866682,2022,2022-11-25T10:00:00+00:00,Group Stage - 2,22,Iran,False,767,Wales,2,0,6,6,21,9,7,14,10,7,2,38.0,2,0,3,298,197,66.0
866683,2022,2022-11-29T19:00:00+00:00,Group Stage - 3,767,Wales,True,10,England,0,3,1,3,7,3,1,6,16,1,1,35.0,2,0,4,329,257,78.0
866683,2022,2022-11-29T19:00:00+00:00,Group Stage - 3,10,England,False,767,Wales,3,0,7,6,18,5,14,4,9,6,1,65.0,0,0,1,594,525,88.0
871850,2022,2022-11-22T19:00:00+00:00,Group Stage - 1,2,France,True,20,Australia,4,1,7,10,23,6,19,4,5,8,0,62.0,0,0,0,723,646,89.0
871850,2022,2022-11-22T19:00:00+00:00,Group Stage - 1,20,Australia,False,2,France,1,4,1,3,4,0,2,2,11,1,0,38.0,3,0,2,440,368,84.0
871851,2022,2022-11-23T16:00:00+00:00,Group Stage - 1,9,Spain,True,29,Costa Rica,7,0,8,7,17,2,13,4,8,5,3,82.0,0,0,0,1045,978,94.0
871851,2022,2022-11-23T16:00:00+00:00,Group Stage - 1,29,Costa Rica,False,9,Spain,0,7,0,0,0,0,0,0,12,0,7,18.0,2,0,1,230,165,72.0
871852,2022,2022-11-26T10:00:00+00:00,Group Stage - 2,28,Tunisia,True,20,Australia,0,1,4,4,14,6,9,5,16,5,3,58.0,3,0,1,497,378,76.0
871852,2022,2022-11-26T10:00:00+00:00,Group Stage - 2,20,Australia,False,28,Tunisia,1,0,2,5,9,2,6,3,15,2,0,42.0,0,0,4,351,239,68.0
871853,2022,2022-11-27T10:00:00+00:00,Group Stage - 2,12,Japan,True,29,Costa Rica,0,1,3,3,13,7,6,7,22,5,0,57.0,3,0,0,582,505,87.0
871853,2022,2022-11-27T10:00:00+00:00,Group Stage - 2,29,Costa Rica,False,12,Japan,1,0,1,2,4,1,1,3,9,0,2,43.0,3,0,3,443,353,80.0
871854,2022,2022-11-30T15:00:00+00:00,Group Stage - 3,20,Australia,True,21,Denmark,1,0,4,2,8,2,4,4,11,2,1,31.0,2,0,3,304,195,64.0
871854,2022,2022-11-30T15:00:00+00:00,Group Stage - 3,21,Denmark,False,20,Australia,0,1,3,5,13,5,11,2,10,6,3,69.0,1,0,3,664,548,83.0
871855,2022,2022-12-01T19:00:00+00:00,Group Stage - 3,29,Costa Rica,True,25,Germany,2,4,5,1,7,1,5,2,3,1,4,32.0,1,0,7,337,252,75.0
871855,2022,2022-12-01T19:00:00+00:00,Group Stage - 3,25,Germany,False,29,Costa Rica,4,2,11,15,32,6,24,8,9,14,3,68.0,0,0,4,713,638,89.0
976533,2022,2022-12-03T15:00:00+00:00,Round of 16,1118,Netherlands,True,2384,USA,3,1,6,4,11,1,7,4,10,4,0,42.0,2,0,5,414,315,76.0
976533,2022,2022-12-03T15:00:00+00:00,Round of 16,2384,USA,False,1118,Netherlands,1,3,8,5,17,4,11,6,5,5,3,58.0,0,0,4,569,473,83.0
976534,2022,2022-12-04T19:00:00+00:00,Round of 16,10,England,True,13,Senegal,3,0,4,4,8,0,7,1,16,3,0,61.0,0,0,1,589,505,86.0
976534,2022,2022-12-04T19:00:00+00:00,Round of 16,13,Senegal,False,10,England,0,3,1,5,10,4,4,6,12,3,0,39.0,1,0,1,369,296,80.0
976642,2022,2022-12-03T19:00:00+00:00,Round of 16,26,Argentina,True,20,Australia,2,1,5,7,14,2,11,3,8,1,3,61.0,0,0,1,695,610,88.0
976642,2022,2022-12-03T19:00:00+00:00,Round of 16,20,Australia,False,26,Argentina,1,2,1,2,5,2,3,2,15,3,0,39.0,2,0,3,435,359,83.0
976643,2022,2022-12-04T15:00:00+00:00,Round of 16,2,France,True,24,Poland,3,1,8,5,16,3,10,6,10,7,3,55.0,1,0,1,551,476,86.0
976643,2022,2022-12-04T15:00:00+00:00,Round of 16,24,Poland,False,2,France,1,3,3,4,12,5,9,3,8,1,1,45.0,2,0,5,456,377,83.0
977344,2022,2022-12-05T15:00:00+00:00,Round of 16,12,Japan,True,3,Croatia,1,1,4,5,13,4,5,8,13,8,3,42.0,0,0,3,524,394,75.0
977344,2022,2022-12-05T15:00:00+00:00,Round of 16,3,Croatia,False,12,Japan,1,1,4,6,17,7,9,8,16,5,0,58.0,2,0,3,725,608,84.0
977345,2022,2022-12-06T15:00:00+00:00,Round of 16,31,Morocco,True,9,Spain,0,0,2,4,6,0,3,3,15,0,5,23.0,1,0,1,305,216,71.0
977345,2022,2022-12-06T15:00:00+00:00,Round of 16,9,Spain,False,31,Morocco,0,0,1,7,13,5,9,4,14,8,4,77.0,1,0,2,1019,926,91.0
977705,2022,2022-12-05T19:00:00+00:00,Round of 16,6,Brazil,True,17,South Korea,4,1,9,7,18,2,14,4,8,5,0,53.0,0,0,5,609,544,89.0
977705,2022,2022-12-05T19:00:00+00:00,Round of 16,17,South Korea,False,6,Brazil,1,4,6,2,8,0,4,4,13,4,5,47.0,1,0,5,530,458,86.0
977706,2022,2022-12-06T19:00:00+00:00,Round of 16,27,Portugal,True,15,Switzerland,6,1,9,3,15,3,11,4,12,6,3,48.0,0,0,1,449,372,83.0
977706,2022,2022-12-06T19:00:00+00:00,Round of 16,15,Switzerland,False,27,Portugal,1,6,3,3,10,4,5,5,10,6,3,52.0,2,0,3,488,412,84.0
977794,2022,2022-12-09T19:00:00+00:00,Quarter-finals,1118,Netherlands,True,26,Argentina,2,2,2,1,6,3,4,2,30,2,1,52.0,8,1,3,634,529,83.0
977794,2022,2022-12-09T19:00:00+00:00,Quarter-finals,26,Argentina,False,1118,Netherlands,2,2,5,5,14,4,5,9,18,8,2,48.0,8,0,0,602,499,83.0
978036,2022,2022-12-10T19:00:00+00:00,Quarter-finals,10,England,True,2,France,1,2,8,4,16,4,8,8,10,5,1,57.0,1,0,3,503,441,88.0
978036,2022,2022-12-10T19:00:00+00:00,Quarter-finals,2,France,False,10,England,2,1,5,2,8,1,5,3,14,2,2,43.0,3,0,6,377,306,81.0
978072,2022,2022-12-09T15:00:00+00:00,Quarter-finals,3,Croatia,True,6,Brazil,1,1,1,5,9,3,5,4,22,3,3,51.0,2,0,11,694,613,88.0
978072,2022,2022-12-09T15:00:00+00:00,Quarter-finals,6,Brazil,False,3,Croatia,1,1,11,3,21,7,15,6,24,7,3,49.0,3,0,0,684,609,89.0
978088,2022,2022-12-10T15:00:00+00:00,Quarter-finals,31,Morocco,True,27,Portugal,1,0,3,6,9,0,5,4,15,3,2,27.0,3,1,3,247,176,71.0
978088,2022,2022-12-10T15:00:00+00:00,Quarter-finals,27,Portugal,False,31,Morocco,0,1,3,6,12,3,8,4,9,9,2,73.0,1,0,2,663,567,86.0
978279,2022,2022-12-13T19:00:00+00:00,Semi-finals,26,Argentina,True,3,Croatia,3,0,7,1,9,1,6,3,15,2,1,39.0,2,0,3,399,333,83.0
978279,2022,2022-12-13T19:00:00+00:00,Semi-finals,3,Croatia,False,26,Argentina,0,3,2,7,12,3,6,6,8,4,0,61.0,2,0,4,608,532,88.0
978488,2022,2022-12-14T19:00:00+00:00,Semi-finals,2,France,True,31,Morocco,2,0,3,6,14,5,12,2,10,2,4,39.0,0,0,2,363,293,81.0
978488,2022,2022-12-14T19:00:00+00:00,Semi-finals,31,Morocco,False,2,France,0,2,3,5,13,5,8,5,11,3,3,61.0,1,0,0,575,499,87.0
979138,2022,2022-12-17T15:00:00+00:00,3rd Place Final,3,Croatia,True,31,Morocco,2,1,4,5,12,3,5,7,13,6,2,51.0,0,0,1,487,411,84.0
979138,2022,2022-12-17T15:00:00+00:00,3rd Place Final,31,Morocco,False,3,Croatia,1,2,2,5,9,2,7,2,11,3,2,49.0,2,0,2,472,403,85.0
979139,2022,2022-12-18T15:00:00+00:00,Final,26,Argentina,True,2,France,3,3,10,7,20,3,12,8,26,6,4,54.0,5,0,2,635,525,83.0
979139,2022,2022-12-18T15:00:00+00:00,Final,2,France,False,26,Argentina,3,3,5,2,10,3,7,3,19,5,4,46.0,3,0,7,532,409,77.0
